virtual_time,trader_id,trader_type,balance
120.38,B00,SHVR,0.0
120.38,B01,GVWY,0.0
120.38,B02,RL,14.0
120.38,B03,ZIC,0.0
120.38,B04,SHVR,0.0
120.38,B05,GVWY,0.0
120.38,B06,RL,6.0
120.38,B07,RL,42.0
120.38,B08,ZIC,31.0
120.38,B09,ZIP,30.0
120.38,B10,ZIP,74.0
120.38,S00,SHVR,86.0
120.38,S01,ZIC,115.0
120.38,S02,SHVR,56.0
120.38,S03,ZIP,19.0
120.38,S04,GVWY,5.0
120.38,S05,ZIP,0.0
120.38,S06,GVWY,0.0
120.38,S07,ZIC,0.0
240.65,B00,SHVR,0.0
240.65,B01,GVWY,0.0
240.65,B02,RL,14.0
240.65,B03,ZIC,0.0
240.65,B04,SHVR,0.0
240.65,B05,GVWY,0.0
240.65,B06,RL,18.0
240.65,B07,RL,63.0
240.65,B08,ZIC,73.0
240.65,B09,ZIP,151.0
240.65,B10,ZIP,202.0
240.65,S00,SHVR,262.0
240.65,S01,ZIC,245.0
240.65,S02,SHVR,144.0
240.65,S03,ZIP,89.0
240.65,S04,GVWY,18.0
240.65,S05,ZIP,0.0
240.65,S06,GVWY,0.0
240.65,S07,ZIC,0.0
361.83,B00,SHVR,0.0
361.83,B01,GVWY,0.0
361.83,B02,RL,14.0
361.83,B03,ZIC,0.0
361.83,B04,SHVR,0.0
361.83,B05,GVWY,0.0
361.83,B06,RL,26.0
361.83,B07,RL,101.0
361.83,B08,ZIC,110.0
361.83,B09,ZIP,240.0
361.83,B10,ZIP,320.0
361.83,S00,SHVR,430.0
361.83,S01,ZIC,376.0
361.83,S02,SHVR,237.0
361.83,S03,ZIP,181.0
361.83,S04,GVWY,26.0
361.83,S05,ZIP,0.0
361.83,S06,GVWY,0.0
361.83,S07,ZIC,0.0
482.83,B00,SHVR,0.0
482.83,B01,GVWY,0.0
482.83,B02,RL,14.0
482.83,B03,ZIC,0.0
482.83,B04,SHVR,0.0
482.83,B05,GVWY,0.0
482.83,B06,RL,40.0
482.83,B07,RL,116.0
482.83,B08,ZIC,147.0
482.83,B09,ZIP,312.0
482.83,B10,ZIP,452.0
482.83,S00,SHVR,599.0
482.83,S01,ZIC,491.0
482.83,S02,SHVR,308.0
482.83,S03,ZIP,237.0
482.83,S04,GVWY,30.0
482.83,S05,ZIP,6.0
482.83,S06,GVWY,0.0
482.83,S07,ZIC,0.0
603.66,B00,SHVR,0.0
603.66,B01,GVWY,0.0
603.66,B02,RL,14.0
603.66,B03,ZIC,0.0
603.66,B04,SHVR,0.0
603.66,B05,GVWY,0.0
603.66,B06,RL,68.0
603.66,B07,RL,136.0
603.66,B08,ZIC,175.0
603.66,B09,ZIP,402.0
603.66,B10,ZIP,540.0
603.66,S00,SHVR,762.0
603.66,S01,ZIC,589.0
603.66,S02,SHVR,393.0
603.66,S03,ZIP,304.0
603.66,S04,GVWY,43.0
603.66,S05,ZIP,6.0
603.66,S06,GVWY,0.0
603.66,S07,ZIC,0.0
724.13,B00,SHVR,0.0
724.13,B01,GVWY,0.0
724.13,B02,RL,14.0
724.13,B03,ZIC,0.0
724.13,B04,SHVR,0.0
724.13,B05,GVWY,0.0
724.13,B06,RL,82.0
724.13,B07,RL,160.0
724.13,B08,ZIC,205.0
724.13,B09,ZIP,493.0
724.13,B10,ZIP,662.0
724.13,S00,SHVR,895.0
724.13,S01,ZIC,748.0
724.13,S02,SHVR,461.0
724.13,S03,ZIP,344.0
724.13,S04,GVWY,54.0
724.13,S05,ZIP,6.0
724.13,S06,GVWY,0.0
724.13,S07,ZIC,0.0
844.90,B00,SHVR,0.0
844.90,B01,GVWY,0.0
844.90,B02,RL,14.0
844.90,B03,ZIC,0.0
844.90,B04,SHVR,0.0
844.90,B05,GVWY,0.0
844.90,B06,RL,105.0
844.90,B07,RL,175.0
844.90,B08,ZIC,258.0
844.90,B09,ZIP,567.0
844.90,B10,ZIP,759.0
844.90,S00,SHVR,1059.0
844.90,S01,ZIC,843.0
844.90,S02,SHVR,543.0
844.90,S03,ZIP,417.0
844.90,S04,GVWY,54.0
844.90,S05,ZIP,6.0
844.90,S06,GVWY,0.0
844.90,S07,ZIC,0.0
965.36,B00,SHVR,0.0
965.36,B01,GVWY,0.0
965.36,B02,RL,14.0
965.36,B03,ZIC,0.0
965.36,B04,SHVR,0.0
965.36,B05,GVWY,0.0
965.36,B06,RL,128.0
965.36,B07,RL,193.0
965.36,B08,ZIC,288.0
965.36,B09,ZIP,660.0
965.36,B10,ZIP,909.0
965.36,S00,SHVR,1229.0
965.36,S01,ZIC,949.0
965.36,S02,SHVR,630.0
965.36,S03,ZIP,485.0
965.36,S04,GVWY,63.0
965.36,S05,ZIP,7.0
965.36,S06,GVWY,0.0
965.36,S07,ZIC,0.0
1085.82,B00,SHVR,0.0
1085.82,B01,GVWY,0.0
1085.82,B02,RL,14.0
1085.82,B03,ZIC,0.0
1085.82,B04,SHVR,0.0
1085.82,B05,GVWY,0.0
1085.82,B06,RL,142.0
1085.82,B07,RL,218.0
1085.82,B08,ZIC,303.0
1085.82,B09,ZIP,787.0
1085.82,B10,ZIP,1013.0
1085.82,S00,SHVR,1388.0
1085.82,S01,ZIC,1102.0
1085.82,S02,SHVR,691.0
1085.82,S03,ZIP,531.0
1085.82,S04,GVWY,70.0
1085.82,S05,ZIP,8.0
1085.82,S06,GVWY,0.0
1085.82,S07,ZIC,0.0
1206.39,B00,SHVR,0.0
1206.39,B01,GVWY,0.0
1206.39,B02,RL,14.0
1206.39,B03,ZIC,0.0
1206.39,B04,SHVR,0.0
1206.39,B05,GVWY,0.0
1206.39,B06,RL,156.0
1206.39,B07,RL,243.0
1206.39,B08,ZIC,362.0
1206.39,B09,ZIP,861.0
1206.39,B10,ZIP,1180.0
