virtual_time,trader_id,trader_type,balance
121.07,B00,RL,0.0
121.07,B01,SHVR,0.0
121.07,B02,ZIP,0.0
121.07,B03,RL,0.0
121.07,B04,GVWY,0.0
121.07,B05,ZIP,15.0
121.07,B06,ZIC,33.0
121.07,B07,SHVR,0.0
121.07,B08,GVWY,0.0
121.07,B09,RL,25.0
121.07,B10,ZIC,45.0
121.07,S00,GVWY,189.0
121.07,S01,SHVR,130.0
121.07,S02,GVWY,60.0
121.07,S03,ZIP,108.0
121.07,S04,SHVR,0.0
121.07,S05,ZIC,0.0
121.07,S06,ZIP,10.0
121.07,S07,ZIC,0.0
242.13,B00,RL,0.0
242.13,B01,SHVR,0.0
242.13,B02,ZIP,0.0
242.13,B03,RL,0.0
242.13,B04,GVWY,0.0
242.13,B05,ZIP,28.0
242.13,B06,ZIC,40.0
242.13,B07,SHVR,13.0
242.13,B08,GVWY,7.0
242.13,B09,RL,37.0
242.13,B10,ZIC,100.0
242.13,S00,GVWY,311.0
242.13,S01,SHVR,224.0
242.13,S02,GVWY,146.0
242.13,S03,ZIP,196.0
242.13,S04,SHVR,0.0
242.13,S05,ZIC,8.0
242.13,S06,ZIP,14.0
242.13,S07,ZIC,0.0
362.61,B00,RL,0.0
362.61,B01,SHVR,0.0
362.61,B02,ZIP,0.0
362.61,B03,RL,0.0
362.61,B04,GVWY,0.0
362.61,B05,ZIP,36.0
362.61,B06,ZIC,40.0
362.61,B07,SHVR,31.0
362.61,B08,GVWY,7.0
362.61,B09,RL,47.0
362.61,B10,ZIC,154.0
362.61,S00,GVWY,492.0
362.61,S01,SHVR,393.0
362.61,S02,GVWY,282.0
362.61,S03,ZIP,281.0
362.61,S04,SHVR,0.0
362.61,S05,ZIC,8.0
362.61,S06,ZIP,17.0
362.61,S07,ZIC,0.0
483.37,B00,RL,0.0
483.37,B01,SHVR,0.0
483.37,B02,ZIP,0.0
483.37,B03,RL,0.0
483.37,B04,GVWY,0.0
483.37,B05,ZIP,48.0
483.37,B06,ZIC,40.0
483.37,B07,SHVR,40.0
483.37,B08,GVWY,7.0
483.37,B09,RL,66.0
483.37,B10,ZIC,212.0
483.37,S00,GVWY,650.0
483.37,S01,SHVR,559.0
483.37,S02,GVWY,346.0
483.37,S03,ZIP,425.0
483.37,S04,SHVR,0.0
483.37,S05,ZIC,22.0
483.37,S06,ZIP,17.0
483.37,S07,ZIC,0.0
604.32,B00,RL,0.0
604.32,B01,SHVR,0.0
604.32,B02,ZIP,0.0
604.32,B03,RL,0.0
604.32,B04,GVWY,0.0
604.32,B05,ZIP,58.0
604.32,B06,ZIC,40.0
604.32,B07,SHVR,67.0
604.32,B08,GVWY,7.0
604.32,B09,RL,90.0
604.32,B10,ZIC,251.0
604.32,S00,GVWY,829.0
604.32,S01,SHVR,741.0
604.32,S02,GVWY,448.0
604.32,S03,ZIP,487.0
604.32,S04,SHVR,0.0
604.32,S05,ZIC,35.0
604.32,S06,ZIP,17.0
604.32,S07,ZIC,0.0
725.00,B00,RL,0.0
725.00,B01,SHVR,0.0
725.00,B02,ZIP,0.0
725.00,B03,RL,0.0
725.00,B04,GVWY,0.0
725.00,B05,ZIP,68.0
725.00,B06,ZIC,40.0
725.00,B07,SHVR,104.0
725.00,B08,GVWY,9.0
725.00,B09,RL,123.0
725.00,B10,ZIC,334.0
725.00,S00,GVWY,971.0
725.00,S01,SHVR,843.0
725.00,S02,GVWY,505.0
725.00,S03,ZIP,613.0
725.00,S04,SHVR,0.0
725.00,S05,ZIC,42.0
725.00,S06,ZIP,19.0
725.00,S07,ZIC,0.0
845.36,B00,RL,0.0
845.36,B01,SHVR,0.0
845.36,B02,ZIP,0.0
845.36,B03,RL,0.0
845.36,B04,GVWY,0.0
845.36,B05,ZIP,72.0
845.36,B06,ZIC,43.0
845.36,B07,SHVR,124.0
845.36,B08,GVWY,9.0
845.36,B09,RL,170.0
845.36,B10,ZIC,364.0
845.36,S00,GVWY,1104.0
845.36,S01,SHVR,957.0
845.36,S02,GVWY,631.0
845.36,S03,ZIP,724.0
845.36,S04,SHVR,0.0
845.36,S05,ZIC,56.0
845.36,S06,ZIP,19.0
845.36,S07,ZIC,0.0
965.39,B00,RL,0.0
965.39,B01,SHVR,0.0
965.39,B02,ZIP,0.0
965.39,B03,RL,0.0
965.39,B04,GVWY,0.0
965.39,B05,ZIP,80.0
965.39,B06,ZIC,43.0
965.39,B07,SHVR,133.0
965.39,B08,GVWY,9.0
965.39,B09,RL,186.0
965.39,B10,ZIC,423.0
965.39,S00,GVWY,1294.0
965.39,S01,SHVR,1124.0
965.39,S02,GVWY,698.0
965.39,S03,ZIP,839.0
965.39,S04,SHVR,0.0
965.39,S05,ZIC,56.0
965.39,S06,ZIP,21.0
965.39,S07,ZIC,0.0
1086.57,B00,RL,0.0
1086.57,B01,SHVR,0.0
1086.57,B02,ZIP,0.0
1086.57,B03,RL,0.0
1086.57,B04,GVWY,0.0
1086.57,B05,ZIP,85.0
1086.57,B06,ZIC,44.0
1086.57,B07,SHVR,166.0
1086.57,B08,GVWY,12.0
1086.57,B09,RL,198.0
1086.57,B10,ZIC,469.0
1086.57,S00,GVWY,1487.0
1086.57,S01,SHVR,1227.0
1086.57,S02,GVWY,793.0
1086.57,S03,ZIP,925.0
1086.57,S04,SHVR,0.0
1086.57,S05,ZIC,56.0
1086.57,S06,ZIP,22.0
1086.57,S07,ZIC,0.0
