virtual_time,trader_id,trader_type,balance
602.93,B00,GA,0.0
602.93,B01,ZIC,0.0
602.93,B02,ZIP,0.0
602.93,B03,GVWY,0.0
602.93,B04,ZIP,0.0
602.93,B05,SHVR,0.0
602.93,B06,GA,13.0
602.93,B07,GVWY,0.0
602.93,B08,ZIC,56.0
602.93,B09,SHVR,247.0
602.93,B10,GA,168.0
602.93,S00,GVWY,755.0
602.93,S01,SHVR,606.0
602.93,S02,GVWY,416.0
602.93,S03,ZIC,61.0
602.93,S04,ZIP,291.0
602.93,S05,ZIC,0.0
602.93,S06,ZIP,9.0
602.93,S07,SHVR,0.0
1208.34,B00,GA,0.0
1208.34,B01,ZIC,0.0
1208.34,B02,ZIP,0.0
1208.34,B03,GVWY,0.0
1208.34,B04,ZIP,0.0
1208.34,B05,SHVR,0.0
1208.34,B06,GA,28.0
1208.34,B07,GVWY,0.0
1208.34,B08,ZIC,100.0
1208.34,B09,SHVR,484.0
1208.34,B10,GA,442.0
1208.34,S00,GVWY,1546.0
1208.34,S01,SHVR,1260.0
1208.34,S02,GVWY,876.0
1208.34,S03,ZIC,135.0
1208.34,S04,ZIP,527.0
1208.34,S05,ZIC,0.0
1208.34,S06,ZIP,9.0
1208.34,S07,SHVR,0.0
1812.36,B00,GA,0.0
1812.36,B01,ZIC,0.0
1812.36,B02,ZIP,0.0
1812.36,B03,GVWY,0.0
1812.36,B04,ZIP,1.0
1812.36,B05,SHVR,0.0
1812.36,B06,GA,51.0
1812.36,B07,GVWY,0.0
1812.36,B08,ZIC,147.0
1812.36,B09,SHVR,751.0
1812.36,B10,GA,672.0
1812.36,S00,GVWY,2304.0
1812.36,S01,SHVR,1830.0
1812.36,S02,GVWY,1303.0
1812.36,S03,ZIC,234.0
1812.36,S04,ZIP,760.0
1812.36,S05,ZIC,0.0
1812.36,S06,ZIP,20.0
1812.36,S07,SHVR,0.0
2415.32,B00,GA,0.0
2415.32,B01,ZIC,0.0
2415.32,B02,ZIP,0.0
2415.32,B03,GVWY,0.0
2415.32,B04,ZIP,1.0
2415.32,B05,SHVR,0.0
2415.32,B06,GA,80.0
2415.32,B07,GVWY,0.0
2415.32,B08,ZIC,165.0
2415.32,B09,SHVR,1007.0
2415.32,B10,GA,912.0
2415.32,S00,GVWY,3131.0
2415.32,S01,SHVR,2423.0
2415.32,S02,GVWY,1733.0
