virtual_time,trader_id,trader_type,balance
60.63,B00,SHVR,0.0
60.63,B01,ZIC,0.0
60.63,B02,GVWY,0.0
60.63,B03,GVWY,0.0
60.63,B04,ZIC,0.0
60.63,B05,RL,0.0
60.63,B06,ZIP,13.0
60.63,B07,GA,37.0
60.63,B08,ZIP,30.0
60.63,B09,SHVR,63.0
60.63,S00,ZIC,54.0
60.63,S01,GVWY,59.0
60.63,S02,SHVR,0.0
60.63,S03,ZIC,5.0
60.63,S04,SHVR,0.0
60.63,S05,ZIP,8.0
60.63,S06,ZIP,0.0
60.63,S07,GVWY,0.0
121.16,B00,SHVR,0.0
121.16,B01,ZIC,0.0
121.16,B02,GVWY,0.0
121.16,B03,GVWY,0.0
121.16,B04,ZIC,0.0
121.16,B05,RL,0.0
121.16,B06,ZIP,29.0
121.16,B07,GA,42.0
121.16,B08,ZIP,68.0
121.16,B09,SHVR,111.0
121.16,S00,ZIC,204.0
121.16,S01,GVWY,138.0
121.16,S02,SHVR,0.0
121.16,S03,ZIC,28.0
121.16,S04,SHVR,0.0
121.16,S05,ZIP,10.0
121.16,S06,ZIP,0.0
121.16,S07,GVWY,0.0
181.50,B00,SHVR,0.0
181.50,B01,ZIC,0.0
181.50,B02,GVWY,0.0
181.50,B03,GVWY,0.0
181.50,B04,ZIC,0.0
181.50,B05,RL,11.0
181.50,B06,ZIP,35.0
181.50,B07,GA,47.0
181.50,B08,ZIP,101.0
181.50,B09,SHVR,144.0
181.50,S00,ZIC,303.0
181.50,S01,GVWY,197.0
181.50,S02,SHVR,0.0
181.50,S03,ZIC,85.0
181.50,S04,SHVR,0.0
181.50,S05,ZIP,10.0
181.50,S06,ZIP,0.0
181.50,S07,GVWY,0.0
241.92,B00,SHVR,0.0
241.92,B01,ZIC,0.0
241.92,B02,GVWY,0.0
241.92,B03,GVWY,0.0
241.92,B04,ZIC,0.0
241.92,B05,RL,11.0
241.92,B06,ZIP,35.0
241.92,B07,GA,47.0
241.92,B08,ZIP,128.0
241.92,B09,SHVR,177.0
241.92,S00,ZIC,413.0
241.92,S01,GVWY,288.0
241.92,S02,SHVR,0.0
241.92,S03,ZIC,111.0
241.92,S04,SHVR,0.0
241.92,S05,ZIP,16.0
241.92,S06,ZIP,0.0
241.92,S07,GVWY,0.0
302.45,B00,SHVR,0.0
302.45,B01,ZIC,0.0
302.45,B02,GVWY,0.0
302.45,B03,GVWY,0.0
302.45,B04,ZIC,0.0
302.45,B05,RL,11.0
302.45,B06,ZIP,37.0
302.45,B07,GA,47.0
302.45,B08,ZIP,143.0
302.45,B09,SHVR,225.0
302.45,S00,ZIC,516.0
302.45,S01,GVWY,328.0
302.45,S02,SHVR,0.0
302.45,S03,ZIC,153.0
302.45,S04,SHVR,0.0
302.45,S05,ZIP,16.0
302.45,S06,ZIP,0.0
302.45,S07,GVWY,0.0
362.96,B00,SHVR,0.0
362.96,B01,ZIC,0.0
362.96,B02,GVWY,0.0
362.96,B03,GVWY,0.0
362.96,B04,ZIC,0.0
362.96,B05,RL,11.0
362.96,B06,ZIP,40.0
362.96,B07,GA,47.0
362.96,B08,ZIP,170.0
362.96,B09,SHVR,266.0
362.96,S00,ZIC,615.0
362.96,S01,GVWY,452.0
362.96,S02,SHVR,0.0
362.96,S03,ZIC,222.0
362.96,S04,SHVR,0.0
362.96,S05,ZIP,22.0
362.96,S06,ZIP,0.0
362.96,S07,GVWY,0.0
423.55,B00,SHVR,0.0
423.55,B01,ZIC,0.0
423.55,B02,GVWY,0.0
423.55,B03,GVWY,0.0
423.55,B04,ZIC,0.0
423.55,B05,RL,11.0
423.55,B06,ZIP,40.0
423.55,B07,GA,47.0
423.55,B08,ZIP,194.0
423.55,B09,SHVR,296.0
423.55,S00,ZIC,673.0
423.55,S01,GVWY,543.0
423.55,S02,SHVR,0.0
423.55,S03,ZIC,245.0
423.55,S04,SHVR,0.0
423.55,S05,ZIP,36.0
423.55,S06,ZIP,0.0
423.55,S07,GVWY,0.0
483.93,B00,SHVR,0.0
483.93,B01,ZIC,0.0
483.93,B02,GVWY,0.0
483.93,B03,GVWY,0.0
483.93,B04,ZIC,0.0
483.93,B05,RL,11.0
483.93,B06,ZIP,42.0
483.93,B07,GA,47.0
483.93,B08,ZIP,222.0
483.93,B09,SHVR,334.0
483.93,S00,ZIC,775.0
483.93,S01,GVWY,634.0
483.93,S02,SHVR,0.0
483.93,S03,ZIC,289.0
483.93,S04,SHVR,0.0
483.93,S05,ZIP,42.0
483.93,S06,ZIP,0.0
483.93,S07,GVWY,0.0
544.50,B00,SHVR,0.0
544.50,B01,ZIC,0.0
544.50,B02,GVWY,0.0
544.50,B03,GVWY,0.0
544.50,B04,ZIC,0.0
544.50,B05,RL,11.0
544.50,B06,ZIP,45.0
544.50,B07,GA,51.0
544.50,B08,ZIP,235.0
544.50,B09,SHVR,353.0
544.50,S00,ZIC,877.0
544.50,S01,GVWY,672.0
544.50,S02,SHVR,0.0
544.50,S03,ZIC,337.0
544.50,S04,SHVR,0.0
544.50,S05,ZIP,45.0
544.50,S06,ZIP,0.0
544.50,S07,GVWY,0.0
604.52,B00,SHVR,0.0
604.52,B01,ZIC,0.0
604.52,B02,GVWY,0.0
604.52,B03,GVWY,0.0
604.52,B04,ZIC,0.0
604.52,B05,RL,11.0
604.52,B06,ZIP,53.0
604.52,B07,GA,53.0
604.52,B08,ZIP,277.0
604.52,B09,SHVR,407.0
604.52,S00,ZIC,1028.0
604.52,S01,GVWY,756.0
604.52,S02,SHVR,0.0
604.52,S03,ZIC,358.0
604.52,S04,SHVR,0.0
604.52,S05,ZIP,62.0
604.52,S06,ZIP,0.0
604.52,S07,GVWY,0.0
664.57,B00,SHVR,0.0
664.57,B01,ZIC,0.0
664.57,B02,GVWY,0.0
664.57,B03,GVWY,0.0
664.57,B04,ZIC,0.0
664.57,B05,RL,11.0
664.57,B06,ZIP,58.0
664.57,B07,GA,55.0
664.57,B08,ZIP,307.0
664.57,B09,SHVR,425.0
664.57,S00,ZIC,1130.0
664.57,S01,GVWY,838.0
664.57,S02,SHVR,0.0
664.57,S03,ZIC,389.0
664.57,S04,SHVR,0.0
664.57,S05,ZIP,71.0
664.57,S06,ZIP,0.0
664.57,S07,GVWY,0.0
725.09,B00,SHVR,0.0
725.09,B01,ZIC,0.0
725.09,B02,GVWY,0.0
725.09,B03,GVWY,0.0
725.09,B04,ZIC,0.0
725.09,B05,RL,11.0
725.09,B06,ZIP,76.0
725.09,B07,GA,55.0
725.09,B08,ZIP,318.0
725.09,B09,SHVR,459.0
725.09,S00,ZIC,1175.0
725.09,S01,GVWY,910.0
725.09,S02,SHVR,0.0
725.09,S03,ZIC,443.0
725.09,S04,SHVR,0.0
725.09,S05,ZIP,86.0
725.09,S06,ZIP,0.0
725.09,S07,GVWY,0.0
785.64,B00,SHVR,0.0
785.64,B01,ZIC,0.0
785.64,B02,GVWY,0.0
785.64,B03,GVWY,0.0
785.64,B04,ZIC,0.0
785.64,B05,RL,11.0
785.64,B06,ZIP,77.0
785.64,B07,GA,55.0
785.64,B08,ZIP,355.0
785.64,B09,SHVR,491.0
785.64,S00,ZIC,1336.0
785.64,S01,GVWY,1003.0
785.64,S02,SHVR,0.0
785.64,S03,ZIC,515.0
785.64,S04,SHVR,0.0
785.64,S05,ZIP,98.0
785.64,S06,ZIP,0.0
785.64,S07,GVWY,0.0
846.00,B00,SHVR,0.0
846.00,B01,ZIC,0.0
846.00,B02,GVWY,0.0
846.00,B03,GVWY,0.0
846.00,B04,ZIC,0.0
846.00,B05,RL,11.0
846.00,B06,ZIP,78.0
846.00,B07,GA,59.0
846.00,B08,ZIP,355.0
846.00,B09,SHVR,530.0
846.00,S00,ZIC,1390.0
846.00,S01,GVWY,1089.0
846.00,S02,SHVR,0.0
846.00,S03,ZIC,537.0
846.00,S04,SHVR,0.0
846.00,S05,ZIP,98.0
846.00,S06,ZIP,0.0
846.00,S07,GVWY,0.0
906.02,B00,SHVR,0.0
906.02,B01,ZIC,0.0
906.02,B02,GVWY,0.0
906.02,B03,GVWY,0.0
906.02,B04,ZIC,0.0
906.02,B05,RL,11.0
906.02,B06,ZIP,78.0
906.02,B07,GA,59.0
906.02,B08,ZIP,391.0
906.02,B09,SHVR,565.0
906.02,S00,ZIC,1498.0
906.02,S01,GVWY,1181.0
906.02,S02,SHVR,0.0
906.02,S03,ZIC,588.0
906.02,S04,SHVR,0.0
906.02,S05,ZIP,108.0
906.02,S06,ZIP,0.0
906.02,S07,GVWY,0.0
966.12,B00,SHVR,0.0
966.12,B01,ZIC,0.0
966.12,B02,GVWY,0.0
966.12,B03,GVWY,0.0
966.12,B04,ZIC,0.0
966.12,B05,RL,11.0
966.12,B06,ZIP,86.0
966.12,B07,GA,63.0
966.12,B08,ZIP,436.0
966.12,B09,SHVR,601.0
966.12,S00,ZIC,1593.0
966.12,S01,GVWY,1264.0
966.12,S02,SHVR,0.0
966.12,S03,ZIC,625.0
966.12,S04,SHVR,0.0
966.12,S05,ZIP,116.0
966.12,S06,ZIP,0.0
966.12,S07,GVWY,0.0
1026.71,B00,SHVR,0.0
1026.71,B01,ZIC,0.0
1026.71,B02,GVWY,0.0
1026.71,B03,GVWY,0.0
1026.71,B04,ZIC,0.0
1026.71,B05,RL,11.0
1026.71,B06,ZIP,92.0
1026.71,B07,GA,69.0
1026.71,B08,ZIP,465.0
1026.71,B09,SHVR,644.0
1026.71,S00,ZIC,1688.0
1026.71,S01,GVWY,1348.0
1026.71,S02,SHVR,0.0
1026.71,S03,ZIC,645.0
1026.71,S04,SHVR,0.0
1026.71,S05,ZIP,123.0
1026.71,S06,ZIP,0.0
1026.71,S07,GVWY,0.0
1086.84,B00,SHVR,0.0
1086.84,B01,ZIC,0.0
1086.84,B02,GVWY,0.0
1086.84,B03,GVWY,0.0
1086.84,B04,ZIC,0.0
1086.84,B05,RL,11.0
1086.84,B06,ZIP,97.0
1086.84,B07,GA,72.0
1086.84,B08,ZIP,482.0
1086.84,B09,SHVR,692.0
1086.84,S00,ZIC,1784.0
1086.84,S01,GVWY,1428.0
1086.84,S02,SHVR,0.0
1086.84,S03,ZIC,681.0
1086.84,S04,SHVR,0.0
1086.84,S05,ZIP,125.0
1086.84,S06,ZIP,0.0
1086.84,S07,GVWY,0.0
1147.14,B00,SHVR,0.0
