virtual_time,trader_id,trader_type,balance
600.67,B00,ZIC,0.0
600.67,B01,GVWY,0.0
600.67,B02,SHVR,0.0
600.67,B03,ZIC,0.0
600.67,B04,SHVR,0.0
600.67,B05,GA,8.0
600.67,B06,GA,10.0
600.67,B07,GVWY,1.0
600.67,B08,ZIP,186.0
600.67,B09,ZIP,295.0
600.67,B10,GA,269.0
600.67,S00,GVWY,688.0
600.67,S01,ZIC,348.0
600.67,S02,SHVR,408.0
600.67,S03,SHVR,231.0
600.67,S04,ZIP,183.0
600.67,S05,ZIC,0.0
600.67,S06,ZIP,8.0
600.67,S07,GVWY,0.0
1203.69,B00,ZIC,0.0
1203.69,B01,GVWY,0.0
1203.69,B02,SHVR,0.0
1203.69,B03,ZIC,0.0
1203.69,B04,SHVR,0.0
1203.69,B05,GA,8.0
1203.69,B06,GA,12.0
1203.69,B07,GVWY,1.0
1203.69,B08,ZIP,412.0
1203.69,B09,ZIP,617.0
1203.69,B10,GA,542.0
1203.69,S00,GVWY,1503.0
1203.69,S01,ZIC,537.0
1203.69,S02,SHVR,850.0
1203.69,S03,SHVR,480.0
1203.69,S04,ZIP,365.0
1203.69,S05,ZIC,0.0
1203.69,S06,ZIP,11.0
1203.69,S07,GVWY,0.0
1806.90,B00,ZIC,0.0
1806.90,B01,GVWY,0.0
1806.90,B02,SHVR,0.0
1806.90,B03,ZIC,0.0
1806.90,B04,SHVR,0.0
1806.90,B05,GA,11.0
1806.90,B06,GA,24.0
1806.90,B07,GVWY,10.0
1806.90,B08,ZIP,611.0
1806.90,B09,ZIP,961.0
1806.90,B10,GA,835.0
1806.90,S00,GVWY,2281.0
1806.90,S01,ZIC,904.0
1806.90,S02,SHVR,1252.0
1806.90,S03,SHVR,725.0
1806.90,S04,ZIP,522.0
1806.90,S05,ZIC,0.0
1806.90,S06,ZIP,12.0
1806.90,S07,GVWY,0.0
2407.87,B00,ZIC,0.0
2407.87,B01,GVWY,0.0
2407.87,B02,SHVR,0.0
2407.87,B03,ZIC,0.0
2407.87,B04,SHVR,0.0
2407.87,B05,GA,11.0
2407.87,B06,GA,45.0
2407.87,B07,GVWY,13.0
2407.87,B08,ZIP,814.0
2407.87,B09,ZIP,1251.0
2407.87,B10,GA,1145.0
2407.87,S00,GVWY,3045.0
2407.87,S01,ZIC,1306.0
2407.87,S02,SHVR,1649.0
2407.87,S03,SHVR,952.0
2407.87,S04,ZIP,743.0
2407.87,S05,ZIC,0.0
2407.87,S06,ZIP,12.0
2407.87,S07,GVWY,0.0
3013.44,B00,ZIC,0.0
3013.44,B01,GVWY,0.0
3013.44,B02,SHVR,0.0
3013.44,B03,ZIC,0.0
3013.44,B04,SHVR,0.0
3013.44,B05,GA,11.0
3013.44,B06,GA,54.0
3013.44,B07,GVWY,16.0
