virtual_time,trader_id,trader_type,balance
60.57,B00,GVWY,0.0
60.57,B01,GA,0.0
60.57,B02,SHVR,0.0
60.57,B03,RL,3.0
60.57,B04,ZIC,0.0
60.57,B05,ZIC,0.0
60.57,B06,ZIP,27.0
60.57,B07,GVWY,0.0
60.57,B08,SHVR,28.0
60.57,B09,ZIP,66.0
60.57,S00,ZIP,79.0
60.57,S01,GVWY,77.0
60.57,S02,ZIC,1.0
60.57,S03,ZIP,11.0
60.57,S04,SHVR,0.0
60.57,S05,SHVR,5.0
60.57,S06,ZIC,0.0
60.57,S07,GVWY,0.0
120.74,B00,GVWY,0.0
120.74,B01,GA,0.0
120.74,B02,SHVR,0.0
120.74,B03,RL,8.0
120.74,B04,ZIC,0.0
120.74,B05,ZIC,16.0
120.74,B06,ZIP,32.0
120.74,B07,GVWY,0.0
120.74,B08,SHVR,56.0
120.74,B09,ZIP,96.0
120.74,S00,ZIP,203.0
120.74,S01,GVWY,122.0
120.74,S02,ZIC,44.0
120.74,S03,ZIP,37.0
120.74,S04,SHVR,0.0
120.74,S05,SHVR,5.0
120.74,S06,ZIC,0.0
120.74,S07,GVWY,0.0
180.83,B00,GVWY,0.0
180.83,B01,GA,0.0
180.83,B02,SHVR,0.0
180.83,B03,RL,8.0
180.83,B04,ZIC,0.0
180.83,B05,ZIC,16.0
180.83,B06,ZIP,34.0
180.83,B07,GVWY,2.0
180.83,B08,SHVR,57.0
180.83,B09,ZIP,107.0
180.83,S00,ZIP,317.0
180.83,S01,GVWY,177.0
180.83,S02,ZIC,114.0
180.83,S03,ZIP,63.0
180.83,S04,SHVR,0.0
180.83,S05,SHVR,5.0
180.83,S06,ZIC,0.0
180.83,S07,GVWY,0.0
241.42,B00,GVWY,0.0
241.42,B01,GA,0.0
241.42,B02,SHVR,0.0
241.42,B03,RL,8.0
241.42,B04,ZIC,0.0
241.42,B05,ZIC,16.0
241.42,B06,ZIP,36.0
241.42,B07,GVWY,7.0
241.42,B08,SHVR,80.0
241.42,B09,ZIP,161.0
241.42,S00,ZIP,446.0
241.42,S01,GVWY,259.0
241.42,S02,ZIC,175.0
241.42,S03,ZIP,147.0
241.42,S04,SHVR,0.0
241.42,S05,SHVR,5.0
241.42,S06,ZIC,0.0
241.42,S07,GVWY,0.0
301.88,B00,GVWY,0.0
301.88,B01,GA,0.0
301.88,B02,SHVR,0.0
301.88,B03,RL,8.0
301.88,B04,ZIC,0.0
301.88,B05,ZIC,16.0
301.88,B06,ZIP,37.0
301.88,B07,GVWY,7.0
301.88,B08,SHVR,81.0
301.88,B09,ZIP,178.0
301.88,S00,ZIP,511.0
301.88,S01,GVWY,402.0
301.88,S02,ZIC,220.0
301.88,S03,ZIP,147.0
301.88,S04,SHVR,0.0
301.88,S05,SHVR,5.0
301.88,S06,ZIC,0.0
301.88,S07,GVWY,0.0
362.35,B00,GVWY,0.0
362.35,B01,GA,0.0
362.35,B02,SHVR,0.0
362.35,B03,RL,8.0
362.35,B04,ZIC,0.0
362.35,B05,ZIC,16.0
362.35,B06,ZIP,37.0
362.35,B07,GVWY,7.0
362.35,B08,SHVR,87.0
362.35,B09,ZIP,212.0
362.35,S00,ZIP,511.0
362.35,S01,GVWY,498.0
362.35,S02,ZIC,333.0
362.35,S03,ZIP,147.0
362.35,S04,SHVR,0.0
362.35,S05,SHVR,5.0
362.35,S06,ZIC,0.0
362.35,S07,GVWY,0.0
422.76,B00,GVWY,0.0
422.76,B01,GA,0.0
422.76,B02,SHVR,0.0
422.76,B03,RL,8.0
422.76,B04,ZIC,0.0
422.76,B05,ZIC,16.0
422.76,B06,ZIP,37.0
422.76,B07,GVWY,7.0
422.76,B08,SHVR,93.0
422.76,B09,ZIP,229.0
422.76,S00,ZIP,575.0
422.76,S01,GVWY,546.0
422.76,S02,ZIC,407.0
422.76,S03,ZIP,211.0
422.76,S04,SHVR,0.0
422.76,S05,SHVR,5.0
422.76,S06,ZIC,0.0
422.76,S07,GVWY,0.0
482.92,B00,GVWY,0.0
482.92,B01,GA,0.0
482.92,B02,SHVR,0.0
482.92,B03,RL,8.0
482.92,B04,ZIC,0.0
482.92,B05,ZIC,16.0
482.92,B06,ZIP,37.0
482.92,B07,GVWY,7.0
482.92,B08,SHVR,97.0
482.92,B09,ZIP,278.0
482.92,S00,ZIP,575.0
482.92,S01,GVWY,692.0
482.92,S02,ZIC,518.0
482.92,S03,ZIP,241.0
482.92,S04,SHVR,0.0
482.92,S05,SHVR,5.0
482.92,S06,ZIC,0.0
482.92,S07,GVWY,0.0
543.42,B00,GVWY,0.0
543.42,B01,GA,0.0
543.42,B02,SHVR,0.0
543.42,B03,RL,8.0
543.42,B04,ZIC,0.0
543.42,B05,ZIC,16.0
543.42,B06,ZIP,37.0
