trial0000001, GA, 205.0, 1, 205.00, 45.00, 0.00000000, 0.00000000, GVWY, 1030.0, 6, 171.67, 34.00, 0.00000645, 0.00000060, RL, 272.0, 1, 272.00, 16.00, 0.00002048, 0.00001853, SHVR, 2379.0, 6, 396.50, 33.00, 0.00000743, 0.00000102, ZIC, 66.0, 6, 11.00, 1.00, 0.00001590, 0.00000054, ZIP, 2380.0, 6, 396.67, 20.50, 0.00000848, 0.00000964
trial0000002, GA, 120.0, 1, 120.00, 32.00, 0.00000000, 0.00000000, GVWY, 0.0, 6, 0.00, 3.50, 0.00001263, 0.00000061, RL, 948.0, 1, 948.00, 32.00, 0.00002262, 0.00002453, SHVR, 2077.0, 6, 346.17, 33.00, 0.00001269, 0.00000062, ZIC, 263.0, 6, 43.83, 3.17, 0.00002270, 0.00000058, ZIP, 2631.0, 6, 438.50, 32.67, 0.00001145, 0.00001206
trial0000003, GA, 265.0, 1, 265.00, 46.00, 0.00000000, 0.00000000, GVWY, 2056.0, 6, 342.67, 41.17, 0.00000820, 0.00000054, RL, 120.0, 1, 120.00, 13.00, 0.00001718, 0.00001827, SHVR, 3101.0, 6, 516.83, 35.00, 0.00000823, 0.00000050, ZIC, 155.0, 6, 25.83, 1.83, 0.00001574, 0.00000047, ZIP, 618.0, 6, 103.00, 7.50, 0.00000947, 0.00000873
trial0000004, GA, 782.0, 1, 782.00, 45.00, 0.00000000, 0.00000000, GVWY, 376.0, 6, 62.67, 21.50, 0.00000936, 0.00000058, RL, 64.0, 1, 64.00, 13.00, 0.00002205, 0.00002225, SHVR, 2817.0, 6, 469.50, 33.83, 0.00000892, 0.00000063, ZIC, 360.0, 6, 60.00, 4.83, 0.00001677, 0.00000055, ZIP, 731.0, 6, 121.83, 10.50, 0.00000970, 0.00000950
