virtual_time,trader_id,trader_type,balance
60.10,B00,ZIP,0.0
60.10,B01,SHVR,0.0
60.10,B02,ZIC,0.0
60.10,B03,GVWY,0.0
60.10,B04,RL,3.0
60.10,B05,SHVR,0.0
60.10,B06,GVWY,0.0
60.10,B07,ZIC,5.0
60.10,B08,GA,13.0
60.10,B09,ZIP,43.0
60.10,S00,SHVR,66.0
60.10,S01,ZIC,76.0
60.10,S02,ZIC,29.0
60.10,S03,ZIP,0.0
60.10,S04,GVWY,23.0
60.10,S05,GVWY,0.0
60.10,S06,ZIP,0.0
60.10,S07,SHVR,0.0
120.39,B00,ZIP,0.0
120.39,B01,SHVR,0.0
120.39,B02,ZIC,0.0
120.39,B03,GVWY,0.0
120.39,B04,RL,3.0
120.39,B05,SHVR,0.0
120.39,B06,GVWY,5.0
120.39,B07,ZIC,29.0
120.39,B08,GA,19.0
120.39,B09,ZIP,69.0
120.39,S00,SHVR,132.0
120.39,S01,ZIC,107.0
120.39,S02,ZIC,86.0
120.39,S03,ZIP,98.0
120.39,S04,GVWY,31.0
120.39,S05,GVWY,0.0
120.39,S06,ZIP,0.0
120.39,S07,SHVR,0.0
180.66,B00,ZIP,0.0
180.66,B01,SHVR,0.0
180.66,B02,ZIC,0.0
180.66,B03,GVWY,0.0
180.66,B04,RL,3.0
180.66,B05,SHVR,5.0
180.66,B06,GVWY,5.0
180.66,B07,ZIC,55.0
180.66,B08,GA,43.0
180.66,B09,ZIP,135.0
180.66,S00,SHVR,209.0
180.66,S01,ZIC,201.0
180.66,S02,ZIC,128.0
180.66,S03,ZIP,124.0
180.66,S04,GVWY,31.0
180.66,S05,GVWY,0.0
180.66,S06,ZIP,0.0
180.66,S07,SHVR,0.0
241.12,B00,ZIP,0.0
241.12,B01,SHVR,0.0
241.12,B02,ZIC,0.0
241.12,B03,GVWY,0.0
241.12,B04,RL,3.0
241.12,B05,SHVR,11.0
241.12,B06,GVWY,13.0
241.12,B07,ZIC,70.0
241.12,B08,GA,74.0
241.12,B09,ZIP,242.0
241.12,S00,SHVR,247.0
241.12,S01,ZIC,269.0
241.12,S02,ZIC,191.0
241.12,S03,ZIP,140.0
241.12,S04,GVWY,37.0
241.12,S05,GVWY,0.0
241.12,S06,ZIP,0.0
241.12,S07,SHVR,0.0
301.69,B00,ZIP,0.0
301.69,B01,SHVR,0.0
301.69,B02,ZIC,0.0
301.69,B03,GVWY,0.0
301.69,B04,RL,3.0
301.69,B05,SHVR,11.0
301.69,B06,GVWY,21.0
301.69,B07,ZIC,91.0
301.69,B08,GA,134.0
301.69,B09,ZIP,276.0
301.69,S00,SHVR,313.0
301.69,S01,ZIC,301.0
301.69,S02,ZIC,211.0
301.69,S03,ZIP,172.0
301.69,S04,GVWY,37.0
301.69,S05,GVWY,0.0
301.69,S06,ZIP,0.0
301.69,S07,SHVR,0.0
361.75,B00,ZIP,0.0
361.75,B01,SHVR,0.0
361.75,B02,ZIC,0.0
361.75,B03,GVWY,0.0
361.75,B04,RL,3.0
361.75,B05,SHVR,11.0
361.75,B06,GVWY,43.0
361.75,B07,ZIC,107.0
361.75,B08,GA,147.0
361.75,B09,ZIP,345.0
361.75,S00,SHVR,395.0
361.75,S01,ZIC,358.0
361.75,S02,ZIC,234.0
361.75,S03,ZIP,192.0
361.75,S04,GVWY,37.0
361.75,S05,GVWY,0.0
361.75,S06,ZIP,0.0
361.75,S07,SHVR,0.0
422.26,B00,ZIP,0.0
422.26,B01,SHVR,0.0
422.26,B02,ZIC,0.0
422.26,B03,GVWY,0.0
422.26,B04,RL,3.0
422.26,B05,SHVR,12.0
422.26,B06,GVWY,59.0
422.26,B07,ZIC,139.0
422.26,B08,GA,184.0
422.26,B09,ZIP,420.0
422.26,S00,SHVR,499.0
422.26,S01,ZIC,403.0
422.26,S02,ZIC,270.0
422.26,S03,ZIP,212.0
422.26,S04,GVWY,45.0
422.26,S05,GVWY,0.0
422.26,S06,ZIP,0.0
422.26,S07,SHVR,0.0
482.28,B00,ZIP,0.0
482.28,B01,SHVR,0.0
482.28,B02,ZIC,0.0
482.28,B03,GVWY,0.0
482.28,B04,RL,8.0
482.28,B05,SHVR,12.0
482.28,B06,GVWY,67.0
482.28,B07,ZIC,167.0
482.28,B08,GA,219.0
482.28,B09,ZIP,498.0
482.28,S00,SHVR,571.0
482.28,S01,ZIC,482.0
482.28,S02,ZIC,281.0
482.28,S03,ZIP,224.0
482.28,S04,GVWY,45.0
482.28,S05,GVWY,0.0
482.28,S06,ZIP,0.0
482.28,S07,SHVR,0.0
542.72,B00,ZIP,0.0
542.72,B01,SHVR,0.0
542.72,B02,ZIC,0.0
542.72,B03,GVWY,0.0
542.72,B04,RL,13.0
542.72,B05,SHVR,12.0
542.72,B06,GVWY,83.0
542.72,B07,ZIC,188.0
542.72,B08,GA,256.0
542.72,B09,ZIP,565.0
542.72,S00,SHVR,637.0
542.72,S01,ZIC,500.0
542.72,S02,ZIC,321.0
542.72,S03,ZIP,254.0
542.72,S04,GVWY,45.0
542.72,S05,GVWY,0.0
542.72,S06,ZIP,0.0
542.72,S07,SHVR,0.0
602.77,B00,ZIP,0.0
602.77,B01,SHVR,0.0
602.77,B02,ZIC,0.0
