virtual_time,trader_id,trader_type,balance
60.21,B00,RL,0.0
60.21,B01,ZIC,0.0
60.21,B02,GVWY,0.0
60.21,B03,ZIC,0.0
60.21,B04,SHVR,0.0
60.21,B05,GA,0.0
60.21,B06,ZIP,14.0
60.21,B07,GVWY,0.0
60.21,B08,ZIP,23.0
60.21,B09,SHVR,34.0
60.21,S00,SHVR,41.0
60.21,S01,ZIC,96.0
60.21,S02,GVWY,37.0
60.21,S03,ZIP,26.0
60.21,S04,ZIC,0.0
60.21,S05,ZIP,0.0
60.21,S06,SHVR,0.0
60.21,S07,GVWY,0.0
120.74,B00,RL,0.0
120.74,B01,ZIC,0.0
120.74,B02,GVWY,0.0
120.74,B03,ZIC,0.0
120.74,B04,SHVR,0.0
120.74,B05,GA,0.0
120.74,B06,ZIP,17.0
120.74,B07,GVWY,0.0
120.74,B08,ZIP,50.0
120.74,B09,SHVR,86.0
120.74,S00,SHVR,203.0
120.74,S01,ZIC,138.0
120.74,S02,GVWY,95.0
120.74,S03,ZIP,26.0
120.74,S04,ZIC,18.0
120.74,S05,ZIP,0.0
120.74,S06,SHVR,0.0
120.74,S07,GVWY,0.0
181.18,B00,RL,0.0
181.18,B01,ZIC,0.0
181.18,B02,GVWY,0.0
181.18,B03,ZIC,0.0
181.18,B04,SHVR,0.0
181.18,B05,GA,0.0
181.18,B06,ZIP,37.0
181.18,B07,GVWY,14.0
181.18,B08,ZIP,91.0
181.18,B09,SHVR,110.0
181.18,S00,SHVR,286.0
181.18,S01,ZIC,240.0
181.18,S02,GVWY,141.0
181.18,S03,ZIP,86.0
181.18,S04,ZIC,18.0
181.18,S05,ZIP,2.0
181.18,S06,SHVR,0.0
181.18,S07,GVWY,0.0
241.78,B00,RL,0.0
241.78,B01,ZIC,0.0
241.78,B02,GVWY,0.0
241.78,B03,ZIC,0.0
241.78,B04,SHVR,0.0
241.78,B05,GA,0.0
241.78,B06,ZIP,45.0
241.78,B07,GVWY,22.0
241.78,B08,ZIP,91.0
241.78,B09,SHVR,164.0
241.78,S00,SHVR,327.0
241.78,S01,ZIC,272.0
241.78,S02,GVWY,181.0
241.78,S03,ZIP,136.0
241.78,S04,ZIC,18.0
241.78,S05,ZIP,2.0
241.78,S06,SHVR,0.0
241.78,S07,GVWY,0.0
302.34,B00,RL,0.0
302.34,B01,ZIC,0.0
302.34,B02,GVWY,0.0
302.34,B03,ZIC,0.0
302.34,B04,SHVR,0.0
302.34,B05,GA,0.0
302.34,B06,ZIP,55.0
302.34,B07,GVWY,39.0
302.34,B08,ZIP,160.0
302.34,B09,SHVR,211.0
302.34,S00,SHVR,415.0
302.34,S01,ZIC,305.0
302.34,S02,GVWY,227.0
302.34,S03,ZIP,173.0
302.34,S04,ZIC,18.0
302.34,S05,ZIP,2.0
302.34,S06,SHVR,0.0
302.34,S07,GVWY,0.0
362.56,B00,RL,0.0
362.56,B01,ZIC,0.0
362.56,B02,GVWY,0.0
362.56,B03,ZIC,0.0
362.56,B04,SHVR,0.0
362.56,B05,GA,0.0
362.56,B06,ZIP,59.0
362.56,B07,GVWY,43.0
362.56,B08,ZIP,223.0
362.56,B09,SHVR,287.0
362.56,S00,SHVR,502.0
362.56,S01,ZIC,408.0
362.56,S02,GVWY,270.0
362.56,S03,ZIP,216.0
362.56,S04,ZIC,18.0
362.56,S05,ZIP,3.0
362.56,S06,SHVR,0.0
362.56,S07,GVWY,0.0
422.97,B00,RL,0.0
422.97,B01,ZIC,0.0
422.97,B02,GVWY,0.0
422.97,B03,ZIC,0.0
422.97,B04,SHVR,0.0
422.97,B05,GA,0.0
