virtual_time,trader_id,trader_type,balance
605.46,B00,ZIP,0.0
605.46,B01,ZIC,0.0
605.46,B02,ZIC,0.0
605.46,B03,SHVR,0.0
605.46,B04,GVWY,0.0
605.46,B05,GA,1.0
605.46,B06,ZIP,7.0
605.46,B07,SHVR,62.0
605.46,B08,GVWY,54.0
605.46,B09,GA,48.0
605.46,B10,GA,218.0
605.46,S00,ZIP,831.0
605.46,S01,GVWY,688.0
605.46,S02,GVWY,487.0
605.46,S03,ZIC,212.0
605.46,S04,ZIC,0.0
605.46,S05,SHVR,0.0
605.46,S06,ZIP,31.0
605.46,S07,SHVR,0.0
1211.21,B00,ZIP,0.0
1211.21,B01,ZIC,0.0
1211.21,B02,ZIC,0.0
1211.21,B03,SHVR,0.0
1211.21,B04,GVWY,0.0
1211.21,B05,GA,1.0
1211.21,B06,ZIP,18.0
1211.21,B07,SHVR,118.0
1211.21,B08,GVWY,54.0
1211.21,B09,GA,96.0
1211.21,B10,GA,393.0
1211.21,S00,ZIP,1837.0
1211.21,S01,GVWY,1375.0
1211.21,S02,GVWY,970.0
1211.21,S03,ZIC,246.0
1211.21,S04,ZIC,41.0
1211.21,S05,SHVR,0.0
1211.21,S06,ZIP,47.0
1211.21,S07,SHVR,0.0
1814.45,B00,ZIP,0.0
1814.45,B01,ZIC,0.0
1814.45,B02,ZIC,0.0
1814.45,B03,SHVR,0.0
1814.45,B04,GVWY,0.0
1814.45,B05,GA,6.0
1814.45,B06,ZIP,24.0
1814.45,B07,SHVR,156.0
1814.45,B08,GVWY,54.0
1814.45,B09,GA,144.0
1814.45,B10,GA,582.0
1814.45,S00,ZIP,2844.0
1814.45,S01,GVWY,2069.0
1814.45,S02,GVWY,1460.0
1814.45,S03,ZIC,343.0
1814.45,S04,ZIC,96.0
1814.45,S05,SHVR,0.0
1814.45,S06,ZIP,56.0
1814.45,S07,SHVR,0.0
2415.31,B00,ZIP,0.0
2415.31,B01,ZIC,0.0
2415.31,B02,ZIC,0.0
2415.31,B03,SHVR,0.0
2415.31,B04,GVWY,0.0
2415.31,B05,GA,6.0
2415.31,B06,ZIP,32.0
2415.31,B07,SHVR,269.0
2415.31,B08,GVWY,57.0
2415.31,B09,GA,197.0
2415.31,B10,GA,759.0
2415.31,S00,ZIP,3909.0
2415.31,S01,GVWY,2727.0
2415.31,S02,GVWY,1899.0
2415.31,S03,ZIC,409.0
2415.31,S04,ZIC,128.0
2415.31,S05,SHVR,0.0
2415.31,S06,ZIP,83.0
2415.31,S07,SHVR,0.0
3019.91,B00,ZIP,0.0
3019.91,B01,ZIC,0.0
3019.91,B02,ZIC,0.0
3019.91,B03,SHVR,0.0
3019.91,B04,GVWY,0.0
3019.91,B05,GA,6.0
3019.91,B06,ZIP,49.0
3019.91,B07,SHVR,331.0
3019.91,B08,GVWY,106.0
3019.91,B09,GA,245.0
3019.91,B10,GA,921.0
3019.91,S00,ZIP,4895.0
3019.91,S01,GVWY,3373.0
3019.91,S02,GVWY,2366.0
3019.91,S03,ZIC,568.0
3019.91,S04,ZIC,209.0
3019.91,S05,SHVR,0.0
3019.91,S06,ZIP,122.0
3019.91,S07,SHVR,0.0
3622.52,B00,ZIP,0.0
3622.52,B01,ZIC,0.0
3622.52,B02,ZIC,0.0
3622.52,B03,SHVR,0.0
3622.52,B04,GVWY,0.0
3622.52,B05,GA,13.0
3622.52,B06,ZIP,63.0
3622.52,B07,SHVR,425.0
3622.52,B08,GVWY,137.0
3622.52,B09,GA,326.0
3622.52,B10,GA,1157.0
3622.52,S00,ZIP,5844.0
3622.52,S01,GVWY,3996.0
3622.52,S02,GVWY,2770.0
3622.52,S03,ZIC,699.0
3622.52,S04,ZIC,274.0
3622.52,S05,SHVR,0.0
3622.52,S06,ZIP,126.0
3622.52,S07,SHVR,0.0
4227.06,B00,ZIP,0.0
4227.06,B01,ZIC,0.0
4227.06,B02,ZIC,0.0
4227.06,B03,SHVR,0.0
4227.06,B04,GVWY,0.0
4227.06,B05,GA,18.0
4227.06,B06,ZIP,74.0
4227.06,B07,SHVR,480.0
4227.06,B08,GVWY,138.0
4227.06,B09,GA,390.0
4227.06,B10,GA,1348.0
4227.06,S00,ZIP,6814.0
4227.06,S01,GVWY,4675.0
4227.06,S02,GVWY,3286.0
4227.06,S03,ZIC,786.0
4227.06,S04,ZIC,325.0
4227.06,S05,SHVR,0.0
4227.06,S06,ZIP,138.0
4227.06,S07,SHVR,0.0
4827.35,B00,ZIP,0.0
4827.35,B01,ZIC,0.0
4827.35,B02,ZIC,0.0
4827.35,B03,SHVR,0.0
4827.35,B04,GVWY,0.0
4827.35,B05,GA,18.0
4827.35,B06,ZIP,95.0
4827.35,B07,SHVR,551.0
4827.35,B08,GVWY,167.0
4827.35,B09,GA,492.0
4827.35,B10,GA,1542.0
4827.35,S00,ZIP,7827.0
4827.35,S01,GVWY,5267.0
4827.35,S02,GVWY,3753.0
4827.35,S03,ZIC,876.0
4827.35,S04,ZIC,372.0
4827.35,S05,SHVR,0.0
4827.35,S06,ZIP,150.0
4827.35,S07,SHVR,0.0
5427.83,B00,ZIP,0.0
5427.83,B01,ZIC,0.0
5427.83,B02,ZIC,0.0
5427.83,B03,SHVR,0.0
5427.83,B04,GVWY,0.0
5427.83,B05,GA,18.0
5427.83,B06,ZIP,109.0
5427.83,B07,SHVR,599.0
5427.83,B08,GVWY,175.0
5427.83,B09,GA,540.0
5427.83,B10,GA,1714.0
5427.83,S00,ZIP,8844.0
5427.83,S01,GVWY,5941.0
5427.83,S02,GVWY,4227.0
5427.83,S03,ZIC,982.0
5427.83,S04,ZIC,477.0
5427.83,S05,SHVR,0.0
5427.83,S06,ZIP,165.0
5427.83,S07,SHVR,0.0
