TRD, 6.000000, 109
TRD, 11.736842, 107
TRD, 25.842105, 129
TRD, 30.421053, 121
TRD, 36.157895, 112
TRD, 43.421053, 134
TRD, 52.000000, 129
TRD, 53.368421, 131
TRD, 65.789474, 121
TRD, 68.894737, 129
TRD, 70.631579, 128
TRD, 86.631579, 121
TRD, 88.000000, 115
TRD, 96.368421, 112
TRD, 102.736842, 122
TRD, 111.052632, 128
TRD, 114.473684, 121
TRD, 119.894737, 121
TRD, 125.368421, 129
TRD, 132.578947, 129
TRD, 136.947368, 129
TRD, 146.578947, 121
TRD, 150.473684, 128
TRD, 159.263158, 121
TRD, 160.789474, 127
TRD, 171.947368, 115
TRD, 174.000000, 117
TRD, 174.789474, 117
TRD, 198.157895, 116
TRD, 205.947368, 117
TRD, 211.947368, 130
TRD, 212.105263, 115
TRD, 221.315789, 118
TRD, 223.526316, 112
TRD, 227.526316, 110
TRD, 235.315789, 125
TRD, 244.473684, 121
TRD, 248.736842, 115
TRD, 254.421053, 132
TRD, 266.315789, 129
TRD, 270.894737, 125
TRD, 271.842105, 121
TRD, 289.052632, 130
TRD, 295.578947, 121
TRD, 296.263158, 121
TRD, 301.473684, 123
TRD, 302.105263, 114
TRD, 315.736842, 113
TRD, 318.894737, 115
TRD, 324.157895, 112
TRD, 329.052632, 117
TRD, 333.894737, 124
TRD, 340.526316, 117
TRD, 347.210526, 117
TRD, 347.684211, 115
TRD, 360.263158, 129
TRD, 363.736842, 121
TRD, 376.631579, 136
TRD, 384.631579, 129
TRD, 390.894737, 128
TRD, 391.052632, 121
TRD, 401.263158, 124
TRD, 407.526316, 115
TRD, 411.263158, 112
TRD, 412.105263, 116
TRD, 412.789474, 117
TRD, 435.000000, 129
TRD, 437.736842, 121
TRD, 441.789474, 115
TRD, 445.684211, 128
TRD, 457.894737, 129
TRD, 463.631579, 121
TRD, 472.526316, 117
TRD, 473.263158, 115
TRD, 475.947368, 117
TRD, 494.052632, 132
TRD, 500.947368, 121
TRD, 501.105263, 115
TRD, 505.157895, 119
TRD, 505.368421, 123
TRD, 516.105263, 129
TRD, 520.894737, 121
TRD, 522.000000, 115
TRD, 533.473684, 107
TRD, 533.578947, 117
TRD, 550.526316, 115
TRD, 557.736842, 116
TRD, 560.210526, 117
TRD, 560.473684, 115
TRD, 571.842105, 129
TRD, 584.578947, 125
TRD, 594.105263, 127
TRD, 594.894737, 121
TRD, 602.631579, 129
TRD, 604.105263, 121
TRD, 619.789474, 117
TRD, 623.473684, 117
TRD, 624.894737, 114
TRD, 632.263158, 129
TRD, 632.526316, 124
TRD, 633.578947, 114
TRD, 635.263158, 112
TRD, 657.789474, 129
TRD, 658.526316, 132
TRD, 661.578947, 121
TRD, 669.473684, 125
TRD, 683.631579, 115
TRD, 684.052632, 125
TRD, 692.473684, 132
TRD, 696.368421, 129
TRD, 708.000000, 134
TRD, 718.052632, 127
TRD, 718.105263, 121
TRD, 719.052632, 115
TRD, 734.526316, 128
TRD, 750.210526, 121
TRD, 751.631579, 126
TRD, 753.631579, 115
TRD, 753.736842, 123
TRD, 767.473684, 121
TRD, 771.526316, 115
TRD, 772.000000, 112
TRD, 773.736842, 123
TRD, 793.157895, 129
TRD, 798.315789, 128
TRD, 811.736842, 129
TRD, 811.789474, 121
TRD, 812.684211, 115
TRD, 819.000000, 112
TRD, 827.947368, 127
TRD, 836.578947, 129
TRD, 839.842105, 121
TRD, 852.842105, 136
TRD, 857.473684, 129
TRD, 866.421053, 128
TRD, 869.473684, 121
TRD, 881.526316, 131
TRD, 900.526316, 129
TRD, 901.210526, 129
TRD, 908.684211, 122
TRD, 908.842105, 121
TRD, 909.263158, 115
TRD, 909.315789, 112
TRD, 914.105263, 107
TRD, 932.052632, 129
TRD, 942.684211, 133
TRD, 945.526316, 123
TRD, 946.157895, 115
TRD, 956.842105, 129
TRD, 971.052632, 129
TRD, 972.052632, 121
TRD, 978.894737, 112
TRD, 988.052632, 127
TRD, 996.789474, 124
TRD, 1006.736842, 121
TRD, 1012.052632, 115
TRD, 1015.000000, 122
TRD, 1017.157895, 112
TRD, 1023.947368, 129
TRD, 1029.052632, 128
TRD, 1033.842105, 127
TRD, 1045.368421, 127
TRD, 1045.421053, 115
TRD, 1060.368421, 121
TRD, 1066.842105, 132
TRD, 1067.736842, 120
TRD, 1073.210526, 115
TRD, 1082.315789, 129
TRD, 1096.263158, 121
TRD, 1099.947368, 115
TRD, 1108.421053, 112
TRD, 1113.421053, 129
TRD, 1116.894737, 129
TRD, 1123.684211, 122
TRD, 1125.526316, 122
TRD, 1131.526316, 121
TRD, 1138.842105, 115
TRD, 1148.473684, 118
TRD, 1149.105263, 112
TRD, 1153.894737, 123
TRD, 1173.473684, 129
TRD, 1183.578947, 126
TRD, 1189.631579, 125
TRD, 1193.368421, 129
TRD, 1201.684211, 121
TRD, 1202.947368, 115
TRD, 1203.789474, 119
TRD, 1210.263158, 118
TRD, 1227.947368, 117
TRD, 1228.947368, 115
TRD, 1233.947368, 132
TRD, 1239.894737, 129
TRD, 1240.526316, 129
TRD, 1254.631579, 128
TRD, 1263.052632, 128
TRD, 1264.894737, 121
TRD, 1274.473684, 124
TRD, 1285.684211, 116
TRD, 1287.368421, 117
TRD, 1289.789474, 115
TRD, 1302.105263, 129
TRD, 1306.157895, 131
TRD, 1308.315789, 129
TRD, 1313.000000, 115
TRD, 1321.210526, 121
TRD, 1324.894737, 121
TRD, 1329.631579, 130
TRD, 1335.052632, 112
TRD, 1345.578947, 117
TRD, 1352.105263, 118
TRD, 1356.105263, 117
TRD, 1362.684211, 139
TRD, 1367.315789, 125
TRD, 1373.842105, 116
TRD, 1378.842105, 115
TRD, 1383.473684, 112
TRD, 1387.210526, 139
TRD, 1400.736842, 129
TRD, 1413.789474, 128
TRD, 1420.736842, 127
TRD, 1423.263158, 121
TRD, 1430.368421, 128
TRD, 1442.263158, 115
TRD, 1447.000000, 115
TRD, 1461.789474, 126
TRD, 1462.894737, 121
TRD, 1468.684211, 129
TRD, 1474.631579, 129
TRD, 1493.315789, 115
TRD, 1497.947368, 121
TRD, 1499.894737, 126
TRD, 1500.631579, 112
TRD, 1504.842105, 138
TRD, 1519.842105, 133
TRD, 1522.789474, 129
TRD, 1527.210526, 135
TRD, 1532.526316, 121
TRD, 1537.052632, 115
TRD, 1545.421053, 129
TRD, 1547.368421, 115
TRD, 1551.578947, 119
TRD, 1557.473684, 112
TRD, 1559.578947, 117
TRD, 1567.105263, 117
TRD, 1575.263158, 115
TRD, 1588.052632, 117
TRD, 1588.894737, 112
TRD, 1593.315789, 117
TRD, 1594.578947, 114
TRD, 1597.473684, 139
TRD, 1600.157895, 97
TRD, 1604.473684, 107
TRD, 1614.526316, 129
TRD, 1624.894737, 125
TRD, 1626.157895, 137
TRD, 1627.842105, 112
TRD, 1640.210526, 115
TRD, 1648.105263, 125
